payment_id,amount,currency,failure_code,failure_message,customer_success_rate,previous_failures,previous_recovery_attempts,previous_recovery_action,previous_outcome,customer_engagement,time_since_failure_minutes,remaining_recovery_opportunities,true_failure_type
PAY_SIM_000402,3519.79,INR,,The card issuer declined this transaction.,0.511,0,0,,,NONE,933,3,CARD_DECLINED
PAY_SIM_000403,2360.8,INR,GATEWAY_TIMEOUT,,0.744,2,1,SEND_RECOVERY_LINK,FAILED,NONE,173,2,BANK_TIMEOUT
PAY_SIM_000404,463.67,INR,GATEWAY_TIMEOUT,,0.208,0,0,,,NONE,1240,3,BANK_TIMEOUT
PAY_SIM_000405,2157.66,INR,OTP_FAILED,,0.306,1,1,SEND_RECOVERY_LINK,FAILED,LINK_OPENED,1815,2,AUTH_FAILURE
PAY_SIM_000406,397.3,INR,OTP_FAILED,,0.336,0,0,,,NONE,1143,3,AUTH_FAILURE
PAY_SIM_000407,1222.92,INR,INSUFFICIENT_FUNDS,,0.876,0,0,,,NONE,1756,3,INSUFFICIENT_FUNDS
PAY_SIM_000408,940.85,INR,,Do not honor - card declined by issuing bank.,0.276,0,0,,,NONE,675,3,CARD_DECLINED
PAY_SIM_000409,675.6,INR,INSUFFICIENT_FUNDS,,0.688,0,0,,,NONE,2424,3,INSUFFICIENT_FUNDS
PAY_SIM_000410,1076.62,INR,INSUFFICIENT_FUNDS,,0.509,0,0,,,NONE,2028,3,INSUFFICIENT_FUNDS
PAY_SIM_000411,711.29,INR,OTP_FAILED,,0.823,0,0,,,NONE,2822,3,AUTH_FAILURE
PAY_SIM_000412,1094.28,INR,CARD_DECLINED,,0.379,2,0,,,NONE,2361,0,CARD_DECLINED
PAY_SIM_000413,1422.72,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.527,3,0,,,NONE,1199,3,BANK_TIMEOUT
PAY_SIM_000414,934.37,INR,3DS_FAILED,,0.399,1,0,,,NONE,2812,3,AUTH_FAILURE
PAY_SIM_000415,1909.68,INR,,The account does not have sufficient balance to complete this payment.,0.74,0,0,,,NONE,2517,3,INSUFFICIENT_FUNDS
PAY_SIM_000416,715.41,INR,CARD_DECLINED,,0.397,0,0,,,NONE,2848,3,CARD_DECLINED
PAY_SIM_000417,8764.01,INR,GATEWAY_TIMEOUT,,0.131,0,0,,,NONE,2434,3,BANK_TIMEOUT
PAY_SIM_000418,2880.7,INR,ISSUER_TIMEOUT,,0.797,1,0,,,NONE,2379,3,BANK_TIMEOUT
PAY_SIM_000419,2780.94,INR,,Customer failed OTP verification during checkout.,0.119,1,1,SEND_RECOVERY_LINK,FAILED,LINK_CLICKED,2205,0,AUTH_FAILURE
PAY_SIM_000420,6387.07,INR,PROCESSING_ERROR,,0.533,2,2,WAIT_AND_REASSESS,FAILED,NONE,882,1,PROCESSING_ERROR
PAY_SIM_000421,9664.41,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.653,0,0,,,NONE,1282,3,BANK_TIMEOUT
PAY_SIM_000422,117.66,INR,CARD_DECLINED,,0.244,3,0,,,NONE,435,3,CARD_DECLINED
PAY_SIM_000423,943.04,INR,ISSUER_TIMEOUT,,0.644,0,0,,,NONE,1744,3,BANK_TIMEOUT
PAY_SIM_000424,3733.81,INR,OTP_FAILED,,0.767,3,2,SUGGEST_ALTERNATIVE_METHOD,FAILED,NONE,1867,1,AUTH_FAILURE
PAY_SIM_000425,25451.63,INR,ISSUER_TIMEOUT,,0.725,0,0,,,NONE,2557,3,BANK_TIMEOUT
PAY_SIM_000426,3612.59,INR,,Customer failed OTP verification during checkout.,0.742,2,0,,,NONE,134,3,AUTH_FAILURE
PAY_SIM_000427,1031.63,INR,DO_NOT_HONOR,,0.469,0,0,,,NONE,2018,3,CARD_DECLINED
PAY_SIM_000428,187.12,INR,DO_NOT_HONOR,,0.571,2,0,,,NONE,1608,3,CARD_DECLINED
PAY_SIM_000429,1275.92,INR,INSUFFICIENT_FUNDS,,0.232,0,0,,,NONE,1402,3,INSUFFICIENT_FUNDS
PAY_SIM_000430,597.35,INR,DO_NOT_HONOR,,0.696,2,0,,,NONE,700,0,CARD_DECLINED
PAY_SIM_000431,1337.42,INR,,The account does not have sufficient balance to complete this payment.,0.498,0,0,,,NONE,1325,3,INSUFFICIENT_FUNDS
PAY_SIM_000432,600.2,INR,,The account does not have sufficient balance to complete this payment.,0.86,3,0,,,NONE,2607,3,INSUFFICIENT_FUNDS
PAY_SIM_000433,1423.92,INR,GATEWAY_TIMEOUT,,0.254,0,0,,,NONE,2673,3,BANK_TIMEOUT
PAY_SIM_000434,1986.72,INR,CARD_DECLINED,,0.497,0,0,,,NONE,2119,3,CARD_DECLINED
PAY_SIM_000435,539.43,INR,INSUFFICIENT_FUNDS,,0.393,1,0,,,NONE,826,3,INSUFFICIENT_FUNDS
PAY_SIM_000436,538.49,INR,,The account does not have sufficient balance to complete this payment.,0.299,0,0,,,NONE,118,3,INSUFFICIENT_FUNDS
PAY_SIM_000437,8991.63,INR,,Do not honor - card declined by issuing bank.,0.667,0,0,,,NONE,86,3,CARD_DECLINED
PAY_SIM_000438,1372.41,INR,INSUFFICIENT_FUNDS,,0.817,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_SENT,374,2,INSUFFICIENT_FUNDS
PAY_SIM_000439,2346.89,INR,,The card issuer declined this transaction.,0.704,0,0,,,NONE,1805,3,CARD_DECLINED
PAY_SIM_000440,991.3,INR,,The card issuer declined this transaction.,0.346,0,0,,,NONE,1267,0,CARD_DECLINED
PAY_SIM_000441,9934.58,INR,OTP_FAILED,,0.483,0,0,,,NONE,504,3,AUTH_FAILURE
PAY_SIM_000442,6463.51,INR,CARD_DECLINED,,0.383,2,2,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_CLICKED,2644,1,CARD_DECLINED
PAY_SIM_000443,8704.83,INR,,3DS authentication was not completed successfully.,0.347,2,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_SENT,1446,2,AUTH_FAILURE
PAY_SIM_000444,3723.64,INR,,Do not honor - card declined by issuing bank.,0.581,0,0,,,NONE,2664,3,CARD_DECLINED
PAY_SIM_000445,940.73,INR,OTP_FAILED,,0.548,1,0,,,NONE,1702,3,AUTH_FAILURE
PAY_SIM_000446,4606.53,INR,PROCESSING_ERROR,,0.291,0,0,,,NONE,696,0,PROCESSING_ERROR
PAY_SIM_000447,2056.39,INR,BANK_503,,0.541,0,0,,,NONE,1095,3,BANK_TIMEOUT
PAY_SIM_000448,892.65,INR,CARD_DECLINED,,0.855,1,0,,,NONE,1077,3,CARD_DECLINED
PAY_SIM_000449,3434.95,INR,CARD_DECLINED,,0.319,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,NONE,2286,2,CARD_DECLINED
PAY_SIM_000450,899.2,INR,DO_NOT_HONOR,,0.491,0,0,,,NONE,1565,3,CARD_DECLINED
PAY_SIM_000451,872.31,INR,BANK_503,,0.538,1,0,,,NONE,1071,3,BANK_TIMEOUT
PAY_SIM_000452,6262.96,INR,,The card issuer declined this transaction.,0.244,0,0,,,NONE,680,3,CARD_DECLINED
PAY_SIM_000453,16254.5,INR,,Do not honor - card declined by issuing bank.,0.834,0,0,,,NONE,1918,3,CARD_DECLINED
PAY_SIM_000454,712.99,INR,ISSUER_TIMEOUT,,0.285,0,0,,,NONE,1168,3,BANK_TIMEOUT
PAY_SIM_000455,2576.81,INR,OTP_FAILED,,0.928,0,0,,,NONE,1013,3,AUTH_FAILURE
PAY_SIM_000456,5278.32,INR,BANK_503,,0.7,2,1,WAIT_AND_REASSESS,FAILED,NONE,2578,2,BANK_TIMEOUT
PAY_SIM_000457,335.93,INR,CARD_DECLINED,,0.836,1,0,,,NONE,2471,3,CARD_DECLINED
PAY_SIM_000458,4231.92,INR,,The payment gateway timed out while contacting the bank.,0.149,1,1,SEND_RECOVERY_LINK,FAILED,NONE,2015,2,BANK_TIMEOUT
PAY_SIM_000459,2452.25,INR,,3DS authentication was not completed successfully.,0.421,0,0,,,NONE,2463,3,AUTH_FAILURE
PAY_SIM_000460,1455.87,INR,INSUFFICIENT_FUNDS,,0.177,1,0,,,NONE,2033,3,INSUFFICIENT_FUNDS
PAY_SIM_000461,505.74,INR,BANK_503,,0.761,2,0,,,NONE,1215,3,BANK_TIMEOUT
PAY_SIM_000462,1871.03,INR,DO_NOT_HONOR,,0.455,0,0,,,NONE,1900,3,CARD_DECLINED
PAY_SIM_000463,1059.34,INR,ISSUER_TIMEOUT,,0.272,2,0,,,NONE,771,3,BANK_TIMEOUT
PAY_SIM_000464,3222.62,INR,GATEWAY_TIMEOUT,,0.601,0,0,,,NONE,2699,3,BANK_TIMEOUT
PAY_SIM_000465,8449.05,INR,CARD_DECLINED,,0.527,0,0,,,NONE,786,3,CARD_DECLINED
PAY_SIM_000466,379.33,INR,AUTH_FAILURE,,0.533,0,0,,,NONE,1903,3,AUTH_FAILURE
PAY_SIM_000467,199.25,INR,,The payment gateway timed out while contacting the bank.,0.867,2,0,,,NONE,37,3,BANK_TIMEOUT
PAY_SIM_000468,22073.66,INR,,An unexpected error occurred while processing the transaction.,0.694,0,0,,,NONE,2509,3,PROCESSING_ERROR
PAY_SIM_000469,2496.72,INR,GATEWAY_TIMEOUT,,0.323,0,0,,,NONE,665,3,BANK_TIMEOUT
PAY_SIM_000470,1872.34,INR,,Do not honor - card declined by issuing bank.,0.377,0,0,,,NONE,1603,3,CARD_DECLINED
PAY_SIM_000471,2490.99,INR,AUTH_FAILURE,,0.857,1,0,,,NONE,1708,3,AUTH_FAILURE
PAY_SIM_000472,5530.1,INR,,The payment gateway timed out while contacting the bank.,0.678,1,0,,,NONE,922,3,BANK_TIMEOUT
PAY_SIM_000473,5713.58,INR,AUTH_FAILURE,,0.733,0,0,,,NONE,2082,3,AUTH_FAILURE
PAY_SIM_000474,724.66,INR,,Customer failed OTP verification during checkout.,0.406,0,0,,,NONE,1803,3,AUTH_FAILURE
PAY_SIM_000475,4383.85,INR,BANK_503,,0.6,0,0,,,NONE,625,3,BANK_TIMEOUT
PAY_SIM_000476,351.28,INR,BANK_503,,0.775,3,0,,,NONE,45,3,BANK_TIMEOUT
PAY_SIM_000477,7626.05,INR,,The payment gateway timed out while contacting the bank.,0.883,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_SENT,2793,2,BANK_TIMEOUT
PAY_SIM_000478,3495.66,INR,OTP_FAILED,,0.792,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_CLICKED,2662,2,AUTH_FAILURE
PAY_SIM_000479,2030.02,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.636,0,0,,,NONE,1283,3,BANK_TIMEOUT
PAY_SIM_000480,8964.18,INR,BANK_503,,0.501,0,0,,,NONE,1532,3,BANK_TIMEOUT
PAY_SIM_000481,2503.59,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.435,2,2,SEND_RECOVERY_LINK,FAILED,LINK_SENT,1170,1,BANK_TIMEOUT
PAY_SIM_000482,1899.47,INR,INSUFFICIENT_FUNDS,,0.729,2,0,,,NONE,259,3,INSUFFICIENT_FUNDS
PAY_SIM_000483,1074.23,INR,,Do not honor - card declined by issuing bank.,0.631,0,0,,,NONE,1807,3,CARD_DECLINED
PAY_SIM_000484,838.08,INR,3DS_FAILED,,0.521,0,0,,,NONE,1943,0,AUTH_FAILURE
PAY_SIM_000485,1486.01,INR,DO_NOT_HONOR,,0.775,3,0,,,NONE,1995,0,CARD_DECLINED
PAY_SIM_000486,1765.0,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.487,1,1,WAIT_AND_REASSESS,FAILED,NONE,1951,2,BANK_TIMEOUT
PAY_SIM_000487,1838.45,INR,3DS_FAILED,,0.307,0,0,,,NONE,1624,3,AUTH_FAILURE
PAY_SIM_000488,6356.88,INR,3DS_FAILED,,0.719,1,0,,,NONE,512,3,AUTH_FAILURE
PAY_SIM_000489,2131.48,INR,,Do not honor - card declined by issuing bank.,0.431,3,0,,,NONE,847,3,CARD_DECLINED
PAY_SIM_000490,1984.55,INR,GATEWAY_TIMEOUT,,0.556,0,0,,,NONE,2224,3,BANK_TIMEOUT
PAY_SIM_000491,2586.73,INR,3DS_FAILED,,0.866,2,0,,,NONE,500,3,AUTH_FAILURE
PAY_SIM_000492,1713.85,INR,,The account does not have sufficient balance to complete this payment.,0.806,0,0,,,NONE,1674,3,INSUFFICIENT_FUNDS
PAY_SIM_000493,617.04,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.734,1,0,,,NONE,588,3,BANK_TIMEOUT
PAY_SIM_000494,355.78,INR,DO_NOT_HONOR,,0.631,0,0,,,NONE,1980,3,CARD_DECLINED
PAY_SIM_000495,4108.64,INR,,An unexpected error occurred while processing the transaction.,0.667,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_CLICKED,868,2,PROCESSING_ERROR
PAY_SIM_000496,508.61,INR,,Customer failed OTP verification during checkout.,0.644,1,0,,,NONE,1613,3,AUTH_FAILURE
PAY_SIM_000497,1606.77,INR,CARD_DECLINED,,0.346,3,0,,,NONE,1522,3,CARD_DECLINED
PAY_SIM_000498,8321.4,INR,INSUFFICIENT_FUNDS,,0.43,2,0,,,NONE,2027,3,INSUFFICIENT_FUNDS
PAY_SIM_000499,2962.58,INR,,Customer failed OTP verification during checkout.,0.395,1,0,,,NONE,2265,3,AUTH_FAILURE
PAY_SIM_000500,629.76,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.27,1,0,,,NONE,1040,3,BANK_TIMEOUT
